NAME;CITY;ID NUMBER;GENDER;SOCIAL STATUS;AGE;EDUCATION LEVEL;NEWS TYPE;FAKE NEWS SHARED THIS MONTH
Portia Fahey;Barranquilla;673-84-2350;F;6;24;Profesional;Politica,Cientifica,Farandula,Economica;5
Vivan Cronin;Santa Marta;700-12-8706;M;3;56;Profesional especializacion/master;Economica,Farandula,Politica,Cientifica;1
Amb. Ruben Pfannerstill;Santa Marta;413-90-7124;F;5;56;Profesional;;0
Henrietta Medhurst VM;Cartagena;262-97-7146;M;1;16;Profesional;;0
Rufus Bernier;Cartagena;145-99-0628;F;5;54;Tecnico;;0
Napoleon Kozey;Barranquilla;240-75-5493;F;4;23;Tecnico;Politica,Cientifica,Farandula;6
Horacio Adams;Cartagena;352-12-6941;M;3;57;Profesional;Farandula;1
Marylouise Koelpin LLD;Barranquilla;362-94-1733;M;2;47;Tecnico;Politica,Economica,Cientifica;1
Alec Vandervort;Barranquilla;614-25-0369;M;4;23;Tecnico;Farandula;5
Prof. Domenic Hills;Cartagena;454-31-2325;F;1;58;Tecnico;;0
Emelda Schuppe;Barranquilla;575-08-3072;F;6;25;Tecnico;Farandula,Economica,Politica,Cientifica;4
Georgeann Erdman;Barranquilla;518-79-9321;F;3;36;Tecnico;Farandula,Cientifica,Economica;6
Sandy Monahan;Santa Marta;603-59-1284;M;4;56;Profesional;;0
Lonna Hilll;Santa Marta;100-35-8931;M;4;18;Tecnico;;0
Noelia Erdman;Santa Marta;774-92-9105;M;5;36;Tecnico;Cientifica,Politica,Economica;4
Regena Ankunding;Barranquilla;550-20-4475;M;6;57;Profesional especializacion/master;;0
Mertie Barton;Santa Marta;327-10-9248;M;4;42;Profesional especializacion/master;Farandula;5
Gaston Greenholt;Santa Marta;687-06-4498;M;3;45;Profesional;Politica,Economica,Cientifica;4
Tanna Wyman Esq.;Cartagena;628-02-3403;F;5;38;Tecnico;Politica,Cientifica;5
Jere Kuphal;Santa Marta;148-43-4026;M;5;49;Profesional;Economica,Politica,Cientifica;1
Clifton Von;Barranquilla;399-33-3071;F;4;24;Tecnico;Cientifica;5
Msgr. Ernesto Tillman;Barranquilla;850-46-4216;F;3;31;Profesional;Cientifica;5
Brenton Christiansen;Cartagena;476-52-4473;F;4;32;Tecnico;Economica,Politica,Cientifica;5
Lyndsey Blick;Santa Marta;521-94-1136;F;2;49;Tecnico;;0
Isreal Deckow;Santa Marta;039-39-2542;F;5;53;Tecnico;;0
Wyatt Jacobson III;Barranquilla;659-34-1334;M;1;24;Tecnico;Economica;6
Sen. Moises Watsica;Cartagena;150-89-0634;M;4;36;Tecnico;Politica,Economica,Cientifica,Farandula;6
Amb. Olinda Erdman;Santa Marta;382-51-0363;M;2;37;Tecnico;Economica,Cientifica,Farandula;6
Charita Gutmann Esq.;Cartagena;295-41-4456;M;3;58;Profesional;;0
Gayle Fritsch;Santa Marta;516-70-7048;F;3;52;Tecnico;;0
Ling MacGyver;Barranquilla;421-04-5795;F;5;38;Tecnico;Politica,Farandula;4
Harland Jerde;Cartagena;041-05-3327;F;6;34;Profesional;Cientifica,Farandula;6
Hai Steuber;Cartagena;023-36-0904;F;3;59;Profesional;;0
Archie Grimes;Barranquilla;423-68-7834;F;6;18;Tecnico;;0
Fr. Jared Macejkovic;Santa Marta;080-92-2369;F;4;36;Profesional;Politica;4
Julio Crist IV;Cartagena;792-68-3968;M;1;21;Profesional;Farandula,Politica,Economica,Cientifica;1
Mrs. Fausto Morissette;Cartagena;191-62-3759;M;2;45;Tecnico;Cientifica,Politica,Farandula;5
Rev. Alfredo Rowe;Cartagena;506-97-8039;F;2;26;Tecnico;Cientifica,Farandula;4
Rebeca Graham;Cartagena;428-83-8027;F;1;49;Profesional;Economica;1
Marna Kulas;Cartagena;874-70-0839;M;3;29;Tecnico;Farandula,Cientifica,Economica;6
Tristan Walter;Cartagena;256-98-1109;F;2;24;Profesional;Politica;4
Freeman Franecki;Barranquilla;846-74-5398;F;4;35;Profesional;Politica;6
Alfonzo Torp;Cartagena;702-16-9889;M;6;16;Tecnico;;0
Jodee Waelchi Jr.;Cartagena;024-48-6379;M;5;31;Profesional especializacion/master;Politica,Economica,Farandula;5
Refugio Cole IV;Santa Marta;009-37-0967;M;5;60;Profesional;Cientifica,Farandula,Politica,Economica;1
Raleigh Leffler;Barranquilla;172-51-1501;F;2;18;Tecnico;Farandula,Economica;1
Angelita Schiller VM;Cartagena;301-61-8332;F;5;38;Profesional;Economica;6
Jennefer Wuckert LLD;Cartagena;329-26-6412;F;1;34;Tecnico;Cientifica;4
Min Schowalter;Cartagena;553-06-2641;M;5;30;Profesional;Politica;5
Marcos Stamm;Barranquilla;550-05-3442;M;4;56;Profesional;Farandula,Cientifica;1
Josefine Deckow;Santa Marta;791-92-5442;F;3;30;Profesional especializacion/master;Politica,Economica,Farandula;6
Clair Streich;Santa Marta;612-57-2084;M;1;53;Tecnico;Economica,Farandula,Cientifica;1
Lorita Mayert;Cartagena;466-54-1581;M;3;41;Profesional;Farandula,Economica,Cientifica;5
Walker O'Kon;Cartagena;082-42-9397;F;3;19;Profesional;Cientifica;1
Benita Thompson;Barranquilla;633-61-2764;F;5;20;Profesional;Cientifica,Farandula;1
Everette Emard;Cartagena;839-96-9689;F;4;40;Profesional;Farandula,Cientifica,Economica,Politica;4
Bradford McLaughlin;Cartagena;683-79-7692;M;1;40;Profesional;Economica,Farandula;6
Lesa Stokes;Santa Marta;248-50-7936;F;5;47;Profesional;Farandula,Cientifica,Economica;1
Ali Wolf VM;Santa Marta;771-46-7107;M;2;40;Profesional especializacion/master;Politica;5
Casandra Durgan DVM;Barranquilla;709-21-6166;M;3;34;Tecnico;Economica,Politica;4
Ginger Nader LLD;Santa Marta;438-74-2081;F;4;55;Tecnico;;0
Adeline Wolf DC;Barranquilla;444-86-0822;F;4;57;Tecnico;;0
Dolores Spencer;Barranquilla;857-05-0397;M;6;22;Profesional;Politica,Economica,Farandula,Cientifica;5
Sen. Eryn Gorczany;Cartagena;291-43-4057;M;1;36;Profesional doctorado;Politica;4
Arron Hagenes;Cartagena;447-04-3816;F;6;33;Tecnico;Economica,Farandula;6
Azucena Luettgen;Santa Marta;213-99-0201;M;6;41;Profesional;Economica,Farandula,Cientifica;6
Quinton Boehm;Cartagena;461-53-8279;F;4;19;Profesional;;0
Sterling Rodriguez MD;Santa Marta;389-46-4965;M;1;37;Profesional;Politica,Economica,Farandula,Cientifica;4
Nolan Hintz Jr.;Santa Marta;027-84-3457;F;6;15;Colegio;Farandula,Politica,Cientifica,Economica;1
Xenia Heathcote;Barranquilla;586-16-2314;F;2;39;Profesional doctorado;Cientifica;4
Mikki Schiller;Santa Marta;718-92-3560;M;5;22;Profesional;Cientifica;5
Lucien Powlowski;Cartagena;582-64-5325;M;5;39;Profesional;Cientifica,Politica,Farandula,Economica;6
Thomasina Kemmer;Barranquilla;286-60-1871;M;2;47;Tecnico;;0
Quintin Roberts;Santa Marta;060-43-1336;M;6;39;Tecnico;Economica,Politica;5
Anisa Schulist;Cartagena;692-63-4172;F;1;38;Profesional;Cientifica,Farandula,Economica,Politica;6
Fr. Demetrius Hodkiewicz;Santa Marta;660-43-0043;M;3;57;Profesional;Economica,Politica,Cientifica;1
Amb. Lydia Stokes;Santa Marta;848-23-6947;M;4;14;Colegio;Farandula,Economica,Cientifica;1
Rev. Ginette Prosacco;Santa Marta;075-77-5342;M;3;50;Profesional;Cientifica;1
Celina Bechtelar;Santa Marta;643-12-1921;F;1;45;Tecnico;Farandula;5
Brenton Doyle;Santa Marta;359-01-7859;F;5;33;Tecnico;Politica,Cientifica,Farandula;4
Lyn Champlin MD;Santa Marta;620-76-9605;F;2;14;Colegio;Economica,Politica;1
Micah Hilll;Barranquilla;100-36-3996;M;3;26;Profesional;Cientifica,Farandula;5
Malinda Jenkins Jr.;Cartagena;362-67-1087;M;4;25;Tecnico;Cientifica,Economica,Politica;4
Morgan Koss;Cartagena;866-64-0481;M;3;17;Profesional;;0
Martin Kautzer;Cartagena;349-64-3796;F;1;36;Tecnico;Politica,Cientifica,Farandula,Economica;6
Dahlia Thiel;Santa Marta;030-84-7532;M;1;59;Profesional especializacion/master;;0
Sherman Bernier;Barranquilla;572-97-8562;F;5;19;Profesional;Politica;1
Madalene Waelchi;Santa Marta;177-14-0428;F;5;40;Tecnico;Cientifica,Politica;6
Jovita Abbott;Santa Marta;187-96-7572;F;5;34;Tecnico;Politica,Economica,Farandula;6
Rev. Carter Schinner;Santa Marta;599-19-3260;F;6;37;Profesional;Farandula;6
Vicky Sawayn;Barranquilla;743-31-0270;F;2;30;Profesional;Farandula,Economica,Politica,Cientifica;5
Mrs. Dee Heidenreich;Barranquilla;736-48-2597;F;1;57;Profesional;Farandula,Politica,Cientifica,Economica;1
Alphonse Kihn;Santa Marta;340-20-2841;F;6;42;Profesional;Politica;5
Pennie Hoppe;Barranquilla;191-41-0276;M;4;31;Profesional especializacion/master;Politica,Farandula,Cientifica,Economica;5
Milan Aufderhar;Barranquilla;822-36-2759;F;2;39;Tecnico;Farandula,Economica,Politica,Cientifica;6
Winston Quigley;Barranquilla;431-08-5717;F;5;35;Tecnico;Politica,Economica,Cientifica,Farandula;6
Cassi Hand;Barranquilla;739-03-3828;F;5;15;Colegio;;0
Jamey Greenholt;Santa Marta;402-09-6657;M;5;58;Tecnico;Economica,Farandula,Cientifica,Politica;1
Kathern Johns;Barranquilla;586-59-3864;F;6;34;Profesional;Economica;5
Wilfred Huels;Cartagena;722-06-0618;F;4;29;Tecnico;Economica,Farandula,Cientifica;4
Chassidy Grant CPA;Cartagena;343-41-6875;M;1;21;Profesional;Politica,Cientifica,Farandula;1
Tesha Aufderhar IV;Cartagena;311-13-0363;F;2;25;Tecnico;Farandula,Cientifica,Politica,Economica;4
Sol O'Hara;Santa Marta;038-15-0981;M;5;50;Tecnico;;0
Isaiah Cormier;Cartagena;568-55-5015;F;3;18;Tecnico;Economica,Farandula,Politica,Cientifica;1
Mr. Hassan Parisian;Santa Marta;586-36-7742;M;6;15;Colegio;;0
Mr. Bryanna Bergnaum;Barranquilla;531-80-1512;F;2;31;Profesional doctorado;Farandula,Politica;5
Dr. Enda Kilback;Barranquilla;039-48-2069;M;4;26;Profesional;Economica;4
Darrick Marvin;Cartagena;162-95-8493;F;2;19;Profesional;Politica,Economica,Farandula,Cientifica;1
Jack Schinner;Santa Marta;579-91-1950;F;1;22;Tecnico;Farandula,Cientifica,Politica,Economica;6
Mindy Zieme;Santa Marta;077-54-0529;F;3;36;Profesional especializacion/master;Economica,Politica,Farandula,Cientifica;5
Andres Metz;Barranquilla;689-67-8403;F;2;58;Profesional;;0
Pres. Michale Berge;Cartagena;686-77-4403;M;2;40;Profesional;Economica,Farandula;4
Kenyetta Hauck V;Cartagena;806-83-0810;M;2;55;Tecnico;Politica,Economica;1
Clifford Gottlieb;Santa Marta;231-75-4168;M;1;52;Tecnico;;0
Tama Lowe;Barranquilla;600-70-6737;M;4;43;Tecnico;Farandula,Cientifica;6
Tenesha Runte;Cartagena;749-46-0141;F;3;18;Profesional;Economica,Cientifica;1
Vanda Reinger DDS;Santa Marta;213-43-8792;M;5;44;Profesional;Politica;6
Vincenzo Klocko;Santa Marta;895-77-3393;F;6;40;Profesional doctorado;Farandula,Economica,Cientifica,Politica;4
Gregory Stanton;Cartagena;395-09-5944;M;3;15;Colegio;Farandula,Cientifica,Politica;1
Kaci Feeney;Barranquilla;399-23-6225;M;2;35;Profesional;Cientifica,Economica,Politica,Farandula;5
Sen. Emmitt Batz;Cartagena;006-21-6560;F;3;35;Profesional;Cientifica,Politica,Farandula,Economica;4
Julie Ondricka;Cartagena;432-10-6265;M;5;15;Colegio;Farandula,Economica,Politica;1
Charita Koch;Cartagena;759-08-8744;M;3;53;Profesional;;0
Barabara Bosco;Santa Marta;526-08-5967;F;1;21;Tecnico;Cientifica,Farandula,Economica;1
Whitney Raynor;Santa Marta;193-94-0496;F;2;17;Profesional;;0
Haywood Tremblay;Santa Marta;109-38-7254;F;6;24;Tecnico;Politica,Economica,Cientifica,Farandula;4
Michiko Welch JD;Barranquilla;648-50-6325;M;1;15;Colegio;;0
Odessa MacGyver;Barranquilla;319-14-7585;F;5;14;Colegio;Economica,Farandula;1
Susannah Zboncak V;Barranquilla;174-50-3571;F;4;27;Tecnico;Farandula;4
Earlean Grant;Santa Marta;725-52-2789;F;4;54;Profesional;;0
Msgr. Herminia Stanton;Santa Marta;217-78-0529;M;4;40;Profesional especializacion/master;Politica,Cientifica,Economica;5
Tommy Wilderman;Santa Marta;203-61-2653;F;4;36;Tecnico;Farandula,Politica,Economica;5
Chris Reichel;Cartagena;780-84-4966;M;5;45;Profesional especializacion/master;Cientifica,Farandula,Economica,Politica;6
Theodore Spinka;Santa Marta;350-45-0332;F;4;40;Profesional;Farandula,Economica,Politica;5
Morton Windler;Barranquilla;338-14-9466;F;1;43;Tecnico;Farandula,Economica,Politica;5
Garrett Grady;Santa Marta;481-16-2233;M;6;23;Tecnico;Farandula,Cientifica,Politica,Economica;4
Jamal Jacobs;Santa Marta;545-86-5595;M;2;38;Tecnico;Cientifica,Politica,Economica,Farandula;6
Gov. Son Larkin;Barranquilla;430-28-0150;M;1;42;Profesional;Cientifica,Farandula;5
Mammie Gibson;Santa Marta;476-23-7833;F;5;29;Profesional;Farandula;6
Marcelino Oberbrunner;Barranquilla;340-10-2866;F;4;42;Profesional;Cientifica;5
Keith Koepp;Cartagena;304-11-1624;F;3;46;Profesional especializacion/master;Politica;1
Kenneth Shields;Barranquilla;283-13-3690;F;4;14;Colegio;Cientifica;1
Seymour Kessler;Cartagena;858-91-1761;M;3;16;Profesional;;0
Ty Weissnat;Barranquilla;579-11-9860;M;4;38;Tecnico;Economica;6
Larraine Bechtelar;Santa Marta;020-12-7197;F;5;46;Profesional especializacion/master;;0
The Hon. Brittany Smith;Cartagena;493-05-8651;F;5;39;Tecnico;Cientifica;5
Darcie Heidenreich;Santa Marta;888-35-7260;M;3;45;Tecnico;Farandula,Cientifica,Economica;5
Marc Schuster;Santa Marta;703-31-4847;M;5;36;Profesional;Farandula;5
Mica Runte;Santa Marta;515-47-8245;F;3;39;Profesional;Economica,Politica,Cientifica,Farandula;5
Shanita Kulas MD;Santa Marta;434-47-9545;M;4;57;Tecnico;Farandula,Politica;1
Prof. Salvador Fritsch;Barranquilla;808-48-6633;F;1;40;Profesional;Farandula,Economica,Cientifica,Politica;5
Vikki Carroll;Santa Marta;084-13-5198;F;4;51;Profesional especializacion/master;;0
Dyan Torp;Santa Marta;526-53-5931;M;4;22;Profesional;Economica,Cientifica;5
Lue Fritsch Esq.;Barranquilla;033-12-6787;M;1;20;Profesional;Politica;1
Tom Rutherford;Cartagena;855-16-3804;M;5;51;Profesional;;0
Stacey Schroeder;Cartagena;703-66-5120;M;2;49;Profesional especializacion/master;Economica,Cientifica;1
Obdulia Schmeler;Santa Marta;797-01-0652;F;2;48;Tecnico;Farandula,Cientifica,Economica;1
Bernie Wiegand;Cartagena;781-45-6294;M;4;46;Tecnico;;0
America Ziemann;Cartagena;471-27-7652;F;1;51;Tecnico;;0
Gov. Genaro Stehr;Barranquilla;286-76-7479;F;4;34;Profesional;Politica,Cientifica,Farandula,Economica;6
Sherman Upton;Barranquilla;850-20-3249;F;3;25;Tecnico;Economica,Cientifica,Farandula,Politica;6
Georgeann Gutmann;Cartagena;723-11-1695;M;6;57;Profesional;Politica,Farandula,Cientifica;1
Elliot Padberg;Barranquilla;049-15-5452;F;4;60;Profesional especializacion/master;;0
Stacia Reynolds;Barranquilla;738-30-9952;M;5;19;Profesional;Farandula;1
Shirley Hodkiewicz;Barranquilla;746-10-9697;F;1;15;Colegio;;0
Dusty Trantow;Santa Marta;544-53-2115;M;1;34;Tecnico;Farandula,Economica,Cientifica,Politica;4
Renda Johns;Santa Marta;665-42-6225;M;1;45;Profesional;Economica,Farandula;4
Zachariah Hansen;Barranquilla;589-79-3377;M;5;35;Profesional;Economica,Cientifica,Politica;5
Burt O'Hara VM;Santa Marta;299-26-1062;F;1;42;Profesional;Farandula,Economica,Cientifica,Politica;5
Ms. Man McGlynn;Barranquilla;840-12-4176;M;5;17;Tecnico;Farandula,Politica;1
Kellie Thiel Ret.;Barranquilla;607-27-4348;M;5;24;Tecnico;Cientifica,Economica;6
Guy Romaguera;Cartagena;008-42-9976;F;1;28;Profesional especializacion/master;Economica,Politica,Farandula;4
Velda Hermann;Barranquilla;548-15-6554;M;3;23;Tecnico;Politica;4
Marvel Metz;Barranquilla;351-57-2536;M;4;22;Profesional;Farandula;4
Mrs. Ilona Beatty;Barranquilla;877-44-0720;F;5;27;Tecnico;Cientifica,Farandula,Economica,Politica;5
Amb. Malik Metz;Cartagena;251-60-6742;M;1;38;Profesional;Politica;5
Margaret Cormier;Cartagena;394-34-2790;M;2;42;Tecnico;Economica,Politica,Farandula,Cientifica;6
Darrick Rogahn V;Barranquilla;047-02-0384;F;3;15;Colegio;;0
Rep. Johnny Reichert;Santa Marta;604-58-9528;F;2;23;Profesional;Politica,Economica,Farandula,Cientifica;4
Clint Purdy CPA;Santa Marta;829-06-4507;M;2;16;Tecnico;Cientifica;1
Ms. Sherman Schamberger;Cartagena;044-58-3385;F;4;16;Profesional;Farandula,Politica,Economica;1
Arlen Veum V;Barranquilla;637-47-9070;F;6;34;Profesional;Economica,Politica;4
Shaunta Schuppe;Barranquilla;814-24-6173;F;6;26;Profesional;Politica,Cientifica,Farandula;4
Jonathan Quigley II;Santa Marta;465-60-7232;F;4;58;Tecnico;;0
Gov. Zackary Hegmann;Santa Marta;038-45-6064;F;1;34;Profesional especializacion/master;Economica,Politica;6
Mrs. Lamont Nader;Cartagena;758-17-9908;F;1;33;Profesional;Farandula,Cientifica,Economica,Politica;4
Gov. Delbert Feil;Barranquilla;491-70-7342;F;1;42;Profesional especializacion/master;Cientifica,Politica,Economica,Farandula;4
Camie Hansen;Barranquilla;076-80-8685;F;3;59;Tecnico;;0
Eldon Ruecker Sr.;Cartagena;176-08-9069;F;5;15;Colegio;;0
Refugio Windler;Santa Marta;212-72-3649;M;5;43;Tecnico;Cientifica;4
Candie Huels;Barranquilla;486-24-4206;M;4;22;Tecnico;Cientifica,Farandula,Economica,Politica;4
Vida Reilly;Barranquilla;356-07-8243;M;2;55;Tecnico;Politica,Economica,Cientifica;1
Mrs. Alyssa Hyatt;Cartagena;127-91-3233;F;4;18;Profesional;Farandula,Politica,Economica,Cientifica;1
Gregorio Wiza;Santa Marta;031-28-4340;M;1;40;Tecnico;Politica,Economica,Cientifica,Farandula;4
Ozzie Reynolds;Barranquilla;484-87-6459;F;3;41;Profesional;Farandula;6
Rev. Andre Lubowitz;Barranquilla;085-57-8875;F;4;32;Profesional;Farandula,Politica;6
Terry Krajcik;Cartagena;803-54-5042;F;1;47;Tecnico;;0
Miss Percy Rice;Santa Marta;478-02-7563;M;3;41;Tecnico;Cientifica;5
Chung Adams;Santa Marta;275-93-3049;F;6;27;Tecnico;Cientifica,Economica,Farandula,Politica;4
Rema Lehner;Barranquilla;733-15-5885;F;2;52;Tecnico;;0
Stephen Toy;Santa Marta;630-48-4973;F;6;47;Tecnico;Economica,Cientifica;1
Garrett Hamill;Santa Marta;644-17-0022;M;6;34;Profesional;Farandula,Economica;6
Mitchell Ratke PhD;Santa Marta;172-81-8729;M;1;59;Tecnico;Economica;1
Shantel Kshlerin;Cartagena;692-73-3700;M;1;15;Colegio;Economica;1
Marco Homenick;Cartagena;417-98-9665;F;1;44;Profesional;Cientifica,Farandula,Politica;6
Prof. Darell Denesik;Barranquilla;477-09-2662;F;3;51;Tecnico;;0
Corinne Weissnat;Cartagena;284-18-4639;M;1;19;Profesional;Politica,Cientifica,Economica;1
Avery Rodriguez;Barranquilla;348-93-9306;M;3;39;Profesional;Cientifica,Politica;5
Darwin Davis;Barranquilla;420-66-1796;F;2;44;Profesional especializacion/master;Cientifica,Politica;6
Milissa Larkin;Cartagena;591-56-8789;M;3;16;Tecnico;;0
Odell Smitham;Barranquilla;334-65-0392;F;4;38;Tecnico;Economica,Politica,Farandula;4
Kazuko Kozey Esq.;Cartagena;456-35-2615;F;4;47;Tecnico;Politica;1
Dominick Corkery;Santa Marta;811-57-7401;F;1;47;Profesional;Farandula,Politica;1
Hal Boyer;Santa Marta;288-38-8938;F;4;48;Tecnico;;0
Fr. Ian McLaughlin;Santa Marta;070-10-2863;M;1;28;Profesional;Farandula,Cientifica,Politica,Economica;5
Noelia Gislason;Santa Marta;635-48-9143;M;6;30;Tecnico;Politica,Cientifica,Farandula,Economica;4
Leslie Klocko;Santa Marta;396-69-5697;F;5;31;Profesional especializacion/master;Politica,Economica,Farandula,Cientifica;4
Angelyn Wyman;Cartagena;579-52-2647;F;1;41;Profesional;Economica,Politica,Cientifica,Farandula;6
Winford Emard;Santa Marta;222-35-5998;M;2;33;Profesional;Farandula,Cientifica,Politica,Economica;6
Gilberto Kertzmann;Barranquilla;076-65-7845;M;3;54;Tecnico;;0
Enrique Prohaska;Barranquilla;545-38-7675;F;6;37;Profesional;Economica,Farandula;6
Elden Stehr;Santa Marta;741-57-8850;F;3;23;Profesional;Farandula;4
Maisie DuBuque;Santa Marta;160-98-7580;M;2;23;Tecnico;Politica,Farandula,Cientifica,Economica;5
Miss Shad Conroy;Santa Marta;513-69-4963;M;2;58;Profesional;;0
Frederick Smitham DC;Santa Marta;775-27-0441;M;6;52;Tecnico;Politica;1
Sheldon Champlin;Barranquilla;480-34-0327;M;2;20;Profesional;;0
Amado Langworth;Barranquilla;536-17-1165;F;2;39;Tecnico;Economica,Farandula,Cientifica,Politica;4
Elias Wiza;Barranquilla;836-88-8410;M;4;36;Tecnico;Farandula,Economica,Cientifica;6
Zada Leffler;Santa Marta;214-18-4426;M;1;16;Tecnico;Farandula,Cientifica;1
Gordon Dickinson DDS;Cartagena;240-20-5162;M;5;24;Profesional;Cientifica,Politica,Economica,Farandula;5
Mirna Larkin;Santa Marta;101-49-7140;M;1;17;Tecnico;;0
Cortez Wilderman IV;Santa Marta;888-24-8435;M;5;19;Profesional;Economica;1
Prof. Candace Grady;Cartagena;277-52-3675;F;4;17;Tecnico;;0
Amb. Matilde Ratke;Barranquilla;786-12-6631;F;3;14;Colegio;;0
Harriette Conn;Santa Marta;527-03-8307;F;2;34;Tecnico;Farandula,Cientifica,Politica,Economica;5
Johnathon Purdy Esq.;Santa Marta;409-68-3731;F;2;51;Tecnico;;0
Rep. Quinn Ernser;Cartagena;889-31-1168;M;1;39;Profesional especializacion/master;Economica,Farandula;6
Fr. Mauricio Weissnat;Cartagena;057-70-4344;F;3;41;Tecnico;Farandula;6
Mariella Krajcik;Cartagena;812-31-5151;M;5;22;Tecnico;Cientifica,Farandula,Economica;4
Corey Bayer;Cartagena;732-79-4476;M;4;43;Tecnico;Politica,Economica,Farandula;6
Darla Gottlieb;Cartagena;114-17-3876;M;2;54;Profesional;;0
Agustin Kessler;Cartagena;185-97-1241;M;1;24;Tecnico;Cientifica;6
Chelsey Gibson;Santa Marta;834-89-6016;M;4;25;Tecnico;Politica,Farandula,Cientifica,Economica;5
Pres. Tess Effertz;Santa Marta;850-32-9398;M;1;39;Profesional;Economica,Cientifica,Farandula,Politica;4
Beata Christiansen;Cartagena;232-41-8308;M;1;59;Tecnico;;0
Berry Hahn IV;Cartagena;072-18-0939;M;4;32;Profesional;Cientifica,Economica,Farandula;4
Claris Connelly;Santa Marta;344-34-9001;M;6;25;Profesional;Politica,Cientifica;4
Johnnie Hackett;Santa Marta;251-21-0951;M;4;25;Profesional;Farandula,Cientifica;4
Tajuana Dooley DDS;Cartagena;747-46-3292;M;1;35;Tecnico;Farandula,Cientifica,Economica;6
Miss Jong Fisher;Santa Marta;319-17-6614;F;5;40;Tecnico;Cientifica,Farandula;6
Richelle Rosenbaum;Cartagena;521-25-0294;M;2;43;Tecnico;Economica,Politica;5
Bambi Schroeder;Barranquilla;863-71-0975;F;1;19;Profesional;Economica;1
Ismael Champlin;Cartagena;532-85-6100;F;1;31;Tecnico;Economica;6
Arnold Pouros;Barranquilla;786-88-1234;M;1;33;Profesional especializacion/master;Farandula,Politica,Economica;6
Sherwood Kuhlman;Barranquilla;703-11-1459;M;3;55;Profesional;Economica;1
Adah O'Hara;Santa Marta;760-89-2286;F;3;38;Tecnico;Farandula,Economica;4
Arthur Johnston;Santa Marta;883-28-9450;M;3;47;Profesional;Farandula,Politica,Economica,Cientifica;1
Isela Nienow;Santa Marta;686-93-5554;M;1;29;Profesional;Politica,Cientifica,Farandula;4
Bette Koepp;Cartagena;151-69-7944;F;2;53;Profesional especializacion/master;;0
Granville Dickens;Santa Marta;023-52-3752;F;3;44;Tecnico;Farandula,Politica;5
Rep. Bulah Pagac;Barranquilla;669-55-4868;M;5;27;Profesional;Farandula,Politica,Economica,Cientifica;6
